date,n_trades,total_volume,mean_leverage,total_pnl,mean_pnl,win_rate
2023-01-05,2,293.47,0.1379,0.0,0.0,0.0
2023-05-12,6,23907.1,3.7733000000000003,0.0,0.0,0.0
2024-01-01,12,153695.16,622.2771666666666,-411.208522,-34.26737683333334,0.0
2024-01-02,4,1008.16,27844.0,0.0,0.0,0.0
2024-01-03,100,217379.46,515217.284,6768.721409,67.68721409,0.99
2024-01-04,65,242673.29,531685.7897107693,2547.012957,39.18481472307692,0.6153846153846154
2024-01-05,14,87025.45,62.32951428571429,0.0,0.0,0.0
2024-01-07,46,290764.34,305624.07184130437,5065.839308,110.12694147826086,0.5652173913043478
2024-01-08,49,192966.62,193641.87043945916,-7.688276999999999,-0.15690361224489793,0.061224489795918366
2024-01-09,4,2998.25,8.635285,1.763998,0.4409995,0.25
2024-01-10,4,139954.32,1.83578,0.0,0.0,0.0
2024-01-11,21,244836.68,8853.497895714287,1040.475736,49.54646361904762,0.2857142857142857
2024-01-12,222,578579.65,39137.0807315541,39650.759772,178.607026,0.6711711711711712
2024-02-02,25,215137.78,5940.4443200000005,408.073529,16.32294116,0.44
2024-02-03,1,924.77,213523.0,30.106743,30.106743,1.0
2024-02-04,13,134967.06999999998,14.716199999999999,282.725662,21.748127846153846,0.6923076923076923
2024-02-07,10,771.5,1820.09493,22.2,2.2199999999999998,0.5
2024-02-08,59,390991.14,35404.130706115255,782.3681909999999,13.260477813559321,0.288135593220339
2024-02-09,2,30000.42,68.349,0.0,0.0,0.0
2024-02-10,4,99954.34,3.7032475,0.0,0.0,0.0
2024-02-11,2,40000.0,1.07776,0.0,0.0,0.0
2024-02-12,171,520918.86,13641.852420134503,18092.975541,105.80687450877193,0.38596491228070173
2024-03-01,60,376909.54000000004,2095.2033183333333,866.015507,14.433591783333332,0.4666666666666667
2024-03-02,14,248898.8,12.768007142857142,553.96576,39.56898285714286,0.42857142857142855
2024-03-03,54,152176.68,418138.0462962963,5036.431837,93.26725624074074,0.7222222222222222
2024-03-04,2,3522.94,785.35,126.7884,63.3942,0.5
2024-03-05,23,252360.61,49753.17663478261,5319.880525,231.29915326086956,0.7391304347826086
2024-03-07,12,65852.85,1119.2967908333333,0.0,0.0,0.0
2024-03-08,35,279993.9,61618.4319697143,0.0,0.0,0.0
2024-03-10,8,128410.64,553.197135,100.375782,12.54697275,0.375
2024-03-11,5,114305.97,19994.622764,0.0,0.0,0.0
2024-03-12,293,1013834.85,18371.150545293447,23700.416797,80.88879452901024,0.4778156996587031
2024-04-01,4,53198.46,21.964425,-67.60364,-16.90091,0.0
2024-04-02,23,100771.53,6233.7736347826085,-229.077384,-9.959886260869565,0.0
2024-04-03,130,405573.92,868351.902386077,13334.829566,102.57561204615385,0.9615384615384616
2024-04-07,25,430568.01,297.4258684,0.0,0.0,0.0
2024-04-08,122,1157564.8599999999,80362.61910107132,-122672.000883,-1005.5082039590164,0.02459016393442623
2024-04-09,29,84789.76000000001,358098.01953689655,-2241.7852139999995,-77.30293841379309,0.0
2024-04-10,1,0.34,307.367829,0.0,0.0,0.0
2024-04-11,34,423012.54,20002.669527058824,2799.410474,82.33560217647059,0.6764705882352942
2024-04-12,175,637364.07,292023.8857312559,292020.668952,1668.6895368685714,0.6914285714285714
2024-05-01,33,1050268.52,2.60803303030303,253.60032500000003,7.6848583333333345,0.2727272727272727
2024-05-02,41,457385.48,969.0003048780487,77.098857,1.880459926829268,0.3170731707317073
2024-05-03,123,307828.64,1620100.3414634147,13129.678085,106.74535028455284,0.975609756097561
2024-05-04,89,210037.75,13381.244611235956,6261.986005,70.35939331460673,0.9325842696629213
2024-05-07,32,272289.89,1435.01399375,0.0,0.0,0.0
2024-05-08,75,387695.93,112229.56854173333,-13253.374982,-176.71166642666665,0.4266666666666667
2024-05-09,1,0.84,10818.93703,0.0,0.0,0.0
2024-05-10,30,549124.42,78.27597153333333,5727.681496,190.92271653333333,0.7666666666666667
2024-05-11,10,200627.23,1.452014,678.4759280000001,67.8475928,0.5
2024-05-12,138,366002.91000000003,9742.448712892538,67905.706215,492.07033489130436,0.5362318840579711
2024-06-01,17,197031.14,1263.976588235294,264.882624,15.581330823529413,0.5882352941176471
2024-06-02,517,3733713.43,245385.50438777564,-96.31685399999999,-0.1862995241779497,0.15860735009671179
2024-06-03,26,90327.56,386656.21153846156,4037.597214,155.29220053846154,1.0
2024-06-04,4,18234.120000000003,4.375825,236.33513399999998,59.083783499999996,1.0
2024-06-05,3,26996.5,8.4388,0.0,0.0,0.0
2024-06-06,1,222.55,44.5,0.71645,0.71645,1.0
2024-06-07,23,2476.39,320336.6583873913,108.87217799999999,4.733572956521739,0.30434782608695654
2024-06-08,107,61478.38,56143.665529618695,267.318048,2.4982995140186914,0.12149532710280374
2024-06-09,42,39047.1,4019.9604233333334,-1104.856765,-26.306113452380952,0.0
2024-06-10,11,100133.17,0.6269427272727273,130.487079,11.862461727272727,0.45454545454545453
2024-06-11,12,116361.03,876.3561575,2817.83723,234.81976916666667,0.5833333333333334
2024-06-12,154,894554.98,21115.01750452695,79155.619876,513.9975316623377,0.2727272727272727
2024-07-01,68,631010.16,6424.9039833823535,-953.061615,-14.015611985294116,0.058823529411764705
2024-07-02,5,500.01000000000005,44598.6,0.0,0.0,0.0
2024-07-05,9,50274.32000000001,89791.07077777777,279.15676,31.01741777777778,0.4444444444444444
2024-07-06,125,170623.53,5532.30063688,1410.315124,11.282520992,0.52
2024-07-07,10,498.75,2385.08597,61.428942,6.1428942,1.0
2024-07-08,22,1992.77,89843.64292636364,188.789255,8.581329772727273,0.45454545454545453
2024-07-11,109,79657.71,173518.2334047744,4493.353136,41.22342326605504,0.5504587155963303
2024-07-12,75,140349.63999999998,11926.6059262664,82496.416399,1099.9522186533331,0.7066666666666667
2024-08-01,71,720224.13,4572.064038450704,275.9371929999999,3.886439338028168,0.38028169014084506
2024-08-02,3,10683.369999999999,1874766.0,638.9280739999999,212.97602466666663,1.0
2024-08-03,44,78607.92,96253.15909090909,3757.49194,85.3975440909091,1.0
2024-08-05,11,65880.87,23.777963636363634,-3.17364,-0.28851272727272725,0.0
2024-08-06,25,82667.91,119.025688,129.13883900000002,5.165553560000001,0.32
2024-08-07,1,497.64,2313.98597,0.0,0.0,0.0
2024-08-08,9,16299.35,48585.02089251111,-40.712216999999995,-4.5235796666666666,0.0
2024-08-09,1,0.11,0.93414,0.0,0.0,0.0
2024-08-10,2,0.6,203.7765405,0.0,0.0,0.0
2024-08-11,36,254519.32,723.7769122222222,-64.41354100000007,-1.7892650277777795,0.16666666666666666
2024-08-12,131,219220.43,47074.72618811503,15589.654806,119.00499851908397,0.7709923664122137
2024-09-01,42,476212.07,4831.805838095238,-1373.8955669999998,-32.71179921428571,0.35714285714285715
2024-09-03,25,51506.41,3171016.28,1505.332797,60.21331188,1.0
2024-09-05,23,191960.96,16462.287339130435,1147.595856,49.895472,0.4782608695652174
2024-09-06,17,22410.22,575.0169294117647,0.0,0.0,0.0
2024-09-07,15,2736.45,2204.8370366666663,648.984412,43.265627466666665,1.0
2024-09-08,60,431811.44,36882.115442550006,17656.762633,294.27937721666666,0.31666666666666665
2024-09-09,2,4014.4300000000003,1021003.16055,0.0,0.0,0.0
2024-09-10,13,200400.18,0.8669823076923078,396.06272,30.466363076923077,0.23076923076923078
2024-09-11,8,146067.36,0.6519375000000001,0.0,0.0,0.0
2024-09-12,317,692194.75,27388.193185326716,3915.4700190000003,12.351640438485806,0.07886435331230283
2024-10-01,90,850955.17,2840.5742885555555,574.564147,6.3840460777777785,0.3111111111111111
2024-10-04,4,30366.05,1.5605,371.211981,92.80299525,0.25
2024-10-05,9,61997.600000000006,9.772833333333333,0.0,0.0,0.0
2024-10-06,4,24000.3,24.884175,0.0,0.0,0.0
2024-10-07,47,650411.58,259.8375265957447,11977.734907,254.8454235531915,0.8085106382978723
2024-10-08,88,11339.29,115962.98122553182,0.0,0.0,0.0
2024-10-09,3,2547.28,438476.7027666667,-219.729659,-73.24321966666666,0.0
2024-10-10,16,300024.33999999997,4.391618125,0.0,0.0,0.0
2024-10-11,7,170637.43,1.196187142857143,548.36595,78.33799285714285,0.8571428571428571
2024-10-12,1242,2585450.34,42068.67943745693,33235.271433,26.759477804347828,0.6006441223832528
2024-11-01,9,172340.45,143.35030111111112,-464.363584,-51.59595377777778,0.0
2024-11-02,21,101277.51,21741.721807619047,422.43324,20.11586857142857,0.14285714285714285
2024-11-03,28,33567.81,31188.64285714286,1567.72619,55.99022107142857,1.0
2024-11-04,15,64400.270000000004,6.543006666666667,389.743164,25.9828776,0.13333333333333333
2024-11-05,9,63248.95,9.522166666666667,251.604742,27.956082444444444,1.0
2024-11-06,107,334917.89,1098.3247605607476,51.081143,0.4773938598130841,0.08411214953271028
2024-11-07,18,159920.12,15.013677777777778,1876.812082,104.26733788888889,0.5
2024-11-08,20,24230.66,372502.221615,847.7766200000001,42.388831,0.2
2024-11-09,1,0.54,35870.82982,0.0,0.0,0.0
2024-11-10,19,428911.41,240.89864315789472,8885.327477,467.6488145789474,0.9473684210526315
2024-11-11,23,340046.31,671.154367826087,1872.7566920000002,81.424204,0.5652173913043478
2024-11-12,850,1505401.25,57378.92558393294,317574.45813,373.6170095647059,0.9188235294117647
2024-12-01,4,143089.21000000002,0.5953999999999999,-1925.519024,-481.379756,0.0
2024-12-02,4,104221.71999999999,20.7148,4062.8711559999997,1015.7177889999999,1.0
2024-12-03,7,53040.009999999995,2575.2571428571428,3039.166,434.16657142857144,1.0
2024-12-04,110,328478.58,595464.34008,2237.798674,20.34362430909091,0.6454545454545455
2024-12-05,21,53458.99,23692.71122857143,0.0,0.0,0.0
2024-12-06,37,1520.97,2773.4864864864867,0.0,0.0,0.0
2024-12-07,10,76006.65,28.097540000000002,0.0,0.0,0.0
2024-12-08,33,21430.3,210567.98262133333,0.0,0.0,0.0
2024-12-10,1,10133.75,0.16002,134.09676,134.09676,1.0
2024-12-11,72,988175.4500000001,14.289327361111113,2053.119744,28.515552,0.16666666666666666
2024-12-12,1598,2923474.9,28789.467122543367,598364.878433,374.4461066539424,0.8066332916145181
2025-01-01,54,273665.1,8829.699440872408,-9653.571981000001,-178.76985150000002,0.12962962962962962
2025-01-02,365,702117.54,10391.026546472136,5368.290458,14.70764509041096,0.536986301369863
2025-01-03,77,76201.18,2865.0091247406494,527.785585,6.854358246753247,0.2857142857142857
2025-01-04,120,388759.61,102871.2416665,6695.730229,55.79775190833333,0.5416666666666666
2025-01-05,891,8189605.73,11385.14685352978,65014.816537,72.96836872839506,0.4904601571268238
2025-02-01,119,526678.78,12954.015138108824,6944.033435,58.35322214285714,0.7815126050420168
2025-02-02,1101,3085443.93,41006.27812663446,15197.611548,13.803461896457767,0.31970935513169846
2025-02-03,430,6221349.91,2565.911846171,57650.209574,134.07025482325582,0.513953488372093
2025-02-04,962,3140220.47,89126.96150084138,193066.804123,200.69314357900208,0.9365904365904366
2025-03-01,154,542881.56,5751.357567406559,4282.86363,27.81080279220779,0.474025974025974
2025-03-02,1494,17602751.97,28350.949440056662,-3002.038859999999,-2.0093968273092364,0.4344042838018742
2025-03-03,570,2383679.98,19853.84371120107,57976.721018,101.71354564561403,0.3649122807017544
2025-03-04,1533,7541189.99,58925.853989028095,3174.289132,2.070638703196347,0.3339856490541422
2025-04-01,73,134939.44,34179.24012552151,2330.398471,31.923266726027396,0.4657534246575342
2025-04-02,1011,7984296.97,12061.00886112188,25780.543053,25.500042584569734,0.3353115727002967
2025-04-03,2148,9979153.58,36356.72259857487,3807.1175570000005,1.772401097299814,0.22486033519553073
2025-04-04,1014,2608756.7600000002,26445.76566329186,-35356.5789,-34.86842100591716,0.41124260355029585
2025-05-01,69,357501.84,12924.001947892753,2970.311518,43.047993014492754,0.782608695652174
2025-05-02,805,2535312.5,6418.850740844298,-3606.8569560000005,-4.480567647204969,0.2782608695652174
2025-05-03,1454,7354636.53,83025.91980930994,268731.812581,184.8224295605227,0.7998624484181568
2025-05-04,327,1222657.77,45094.46540985024,35865.857953,109.68152279204892,0.6055045871559633
2025-06-01,133,356895.15,12626.23598433143,5174.234598,38.904019533834585,0.3609022556390977
2025-06-02,1152,1802533.55,19275.032039997328,-20483.545439,-17.780855415798612,0.3359375
2025-06-03,474,3456882.23,10183.750744235549,12351.557786,26.058138789029535,0.48945147679324896
2025-06-04,915,3141584.07,20219.849563822903,4532.0255369999995,4.9530333737704915,0.3114754098360656
2025-07-01,83,537151.55,4758.911070120482,783.0474539999999,9.434306674698794,0.13253012048192772
2025-07-02,1338,3017521.88,499846.93403428106,19522.413855,14.59074279147982,0.27279521674140506
2025-07-03,2296,19043983.62,32243.57475071768,111182.061473,48.424242801829266,0.5039198606271778
2025-07-04,1697,10121904.58,23211.5249412642,-67554.023271,-39.807910000589274,0.17206835592221567
2025-08-01,596,1286663.55,38604.41131048663,767.5895780000001,1.2879019765100672,0.2063758389261745
2025-08-02,549,769746.97,4813.153225760473,404.27723299999997,0.736388402550091,0.18397085610200364
2025-08-03,452,720373.96,3357.0639954029866,6377.557718,14.109640969026549,0.5154867256637168
2025-08-04,768,7894566.85,18723.14565038146,29380.787118,38.2562332265625,0.4322916666666667
2025-09-01,247,864353.55,14995.61627665834,35458.790544,143.5578564534413,0.41700404858299595
2025-09-02,231,410051.25,4145.693215943723,1510.85081,6.5404796969696966,0.2943722943722944
2025-09-03,1118,8317209.26,3838.619790870564,9749.003376,8.72003879785331,0.36046511627906974
2025-09-04,1746,19140225.23,3410.062765897481,200141.862405,114.62878717353952,0.6008018327605956
2025-10-01,573,6112306.75,36854.83890239285,-11631.300121999999,-20.298953092495633,0.5410122164048866
2025-10-02,580,1244754.19,133596.18607047742,7779.864699,13.413559825862068,0.5948275862068966
2025-10-03,2880,16612989.74,17178.679382986797,-14307.350034,-4.967829872916666,0.4
2025-10-04,716,12984391.89,12187.281373995556,107691.32840299999,150.4068832444134,0.5614525139664804
2025-11-01,200,1588797.37,664.4176669095999,1516.560139,7.5828006949999995,0.275
2025-11-02,655,1313558.89,75703.82016104354,-7093.49079,-10.829756931297709,0.26259541984732826
2025-11-03,2671,7765272.51,83251.82510965195,-73698.09543,-27.591948869337326,0.15013103706476974
2025-11-04,395,5027619.68,5124.546567345329,124693.816268,315.680547513924,0.5594936708860759
2025-12-01,522,1850393.88,212053.4144260975,5630.104377000001,10.785640568965519,0.8773946360153256
2025-12-02,689,2848157.42,46010.64107939709,24054.073646,34.9115727808418,0.5297532656023222
2025-12-03,3547,11191707.06,111798.99763944384,282600.794891,79.6731871697209,0.5790809134479842
2025-12-04,767,30562009.52,22099.97633353192,96014.917214,125.18242140026075,0.4380704041720991
